Ano do Evento;Nome do Evento;Evento Gratuito;Qtd Total de Inscritos;Qtd Concluintes;Valor Recebido;% de Ocupação
2018;OFICINA DE TÉCNICAS DE MECHAS FIO A FIO;Sim;46;39;0;0.557142857
2018;Oficina de técnicas de produção;Sim;6;6;0;0.6
2018;OFICINA DE UNHAS EM GEL;Sim;28;25;0;1
2018;Oficina Demonstrativa em Gastronomia;Sim;12;12;0;0.6
2018;OFICINA ESTÉTICA: LIPO SEM CORTE #EXPONEGOCIO;Sim;27;27;0;0.9
2018;OFICINA MAPEANDO IDEIAS - CANVAS;Não;140;96;2580;0.448979592
2018;OFICINA MODELAGEM DE NEGOCIO;Sim;31;11;0;0.366666667
2018;OFICINA MODELAGEM DE NEGÓCIO;Não;34;12;240;0.6
2018;OFICINA MODELAGEM DE NEGÓCIOS;Não;44;16;620;0.96875
2018;OFICINA PRECISANDO DE DINHEIRO? AVALIE AS POSSIBILIDADES DE FINANCIAMENTO PARA O SEU NEGÓCIO;Não;9;9;225;0.9
2018;Oficina Precisando de dinheiro? Avalie as possibilidades de financiamento para o seu negócio.;Não;26;26;625;1
2018;Oficina Precisando de dinheiro? Avalie as possibilidades de financiamento para o seu negócio.;Sim;14;14;0;1
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 01);Não;25;25;500;0.833333333
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 02);Não;20;20;400;0.666666667
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 03);Não;23;23;460;0.766666667
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 04);Não;16;16;300;0.533333333
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 05);Não;21;21;420;0.7
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 06);Não;20;20;400;0.666666667
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 07);Não;25;25;500;0.833333333
2018;Oficina Sebrae de Empreendedorismo – OSE ARCG (SALA 08);Não;19;19;380;0.633333333
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 01);Não;24;24;480;0.8
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 02);Não;29;29;580;0.966666667
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 03);Não;30;30;600;1
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 04);Não;28;28;560;0.933333333
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 05);Não;24;24;480;0.8
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 06);Não;27;27;540;0.9
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 07);Não;24;24;480;0.8
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 08);Não;24;24;480;0.8
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 09);Não;24;24;480;0.8
2018;Oficina Sebrae de Empreendedorismo - OSE de Cabedelo (SALA 10);Não;25;25;500;0.833333333
2018;Oficina SEI Como Controlar o Fluxo de Caixa;Não;124;91;3520;0.957894737
2018;OFICINA SEI COMPRAR;Não;41;41;901;0.5125
2018;OFICINA SEI COMPRAR;Sim;15;15;0;0.75
2018;Oficina Sei Comprar;Não;20;20;200;0.8
2018;OFICINA SEI CONTROLAR MEU DINHEIRO;Não;40;0;800;0.8
2018;OFICINA SEI CONTROLAR MEU DINHEIRO;Sim;118;105;0;0.7875
2018;Oficina SEI Controlar Meu Dinheiro;Não;7;7;140;0.7
2018;Oficina Sei Controlar Meu Dinheiro;Não;20;20;200;0.8
2018;Oficina SEI Empreender;Não;11;10;200;0.333333333
2018;Oficina SEI Empreender;Sim;9;9;0;0.3
2018;Oficina Sei Formar Preço;Não;20;20;200;0.8
2018;Oficina SEI Planejar;Não;62;30;820;0.857142857
2018;Oficina Sei Planejar;Não;19;19;190;0.76
2018;OFICINA SEI VENDER;Não;40;14;800;0.8
2018;OFICINA SEI VENDER;Sim;24;24;0;0.48
2018;Oficina SEI Vender;Não;17;6;340;0.485714286
2018;Oficina SEI Vender;Sim;34;34;0;0.507462687
2018;Oficina Sei Vender;Não;19;19;190;0.76
2018;OFICINA TÉCNICAS DE DEPILAÇÃO;Sim;27;22;0;0.628571429
2018;Oficina Tecnológica: Modelagem de Negócios (BMC & Lean Canvas);Não;9;9;2205;0.9
2018;Oficina Tecnológica: Pitch para Investidores;Não;9;9;1764;0.9
2018;OFICINA: APRENDA COMO CRIAR UM SITE PARA A SUA EMPRESA;Não;15;15;375;1
2018;Oficina: Capacitação Rede SIM PB. para servidores dos municípios atendidos pela ARPA.;Sim;14;14;0;0.466666667
2018;Oficina: Capacitação Rede SIM. para os servidores da Prefeitura de Patos;Sim;19;19;0;0.633333333
2018;Oficina: Como Atender Melhor o Seu Cliente;Não;26;26;1040;0.866666667
2018;Oficina: Como Vender Para a Prefeitura Através de Licitação;Sim;13;13;0;0.65
2018;Oficina: Compras Governamentais - Fornecedor Urbano;Sim;4;4;0;0.4
2018;OFICINA: CRIAÇÃO INTENSIVA DE BEZERRAS;Sim;35;35;0;0.8
2018;OFICINA: DEPILAÇÃO #EXPONEGOCIO;Sim;25;25;0;0.5
2018;OFICINA: ELABORAÇÃO DE PROPOSTA PARA PARTICIPAR DA CHAMADA PÚBLICA PNAE.;Sim;22;22;0;1
2018;OFICINA: ESTRATÉGIAS DE VENDAS PARA O COMÉRCIO ELETRÔNICO;Não;25;25;750;0.833333333
2018;OFICINA: EXPERIENCE CAKE ART NORDESTE 2018;Não;4;4;2600;0.4
2018;OFICINA: GRÃO ÚMIDO REIDRATADO COMO ALTERNATIVA DE DIMINUIÇÃO DE CUSTO DE PRODUÇÃO;Sim;38;26;0;0.702702703
2018;Oficina: Habilidade e Atitudes;Sim;10;10;0;1
2018;OFICINA: IMPORTÂNCIA DA ESCRITURAÇÃO ZOOTÉCNICA DO REBANHO NA GESTÃO DA FAZENDA;Sim;29;27;0;0.658536585
2018;OFICINA: INCLUINDO A MICRO E PEQUENA EMPRESA NAS COMPRAS PÚBLICAS;Sim;6;6;0;1
2018;Oficina: Marketing Digital - Estratégias e técnicas para turbinar vendas e resultados;Não;31;22;1100;0.44
2018;Oficina: Marketing Digital - Estratégias e técnicas para turbinar vendas e resultados;Sim;8;8;0;0.8
2018;Oficina: Marketing Digital: Aprenda a construir uma presença digital para fortalecer o seu negócio;Não;25;25;1250;0.3125
2018;OFICINA: PRECISANDO DE DINHEIRO? AVALIE AS POSSIBILIDADES DE FINANCIAMENTO PARA O SEU NEGÓCIO.;Não;14;14;325;1
2018;OFICINA: Tendências de Maquiagem - Make Glam #EXPONEGOCIO;Sim;42;42;0;0.84
2018;OFICINA: UNHAS EM GEL #EXPONEGOCIO;Sim;17;17;0;0.566666667
2018;Oficinas Diversas;Sim;52;52;0;0.507042254
2018;Oficinas diversas;Sim;28;28;0;0.654545455
2018;OFICINAS. MESAS REDONDAS. WORKSHOP E MASTER CLASS- FEIRA INTERNACIONAL DE ECONOMIA CRIATIVA;Não;9;9;100;0.09
2018;OFICINAS. MESAS REDONDAS. WORKSHOP E MASTER CLASS- FEIRA INTERNACIONAL DE ECONOMIA CRIATIVA (ESTUDANTES);Não;97;0;0;-
2018;On Board: Rock and Roll Maneger;Não;6;6;90;0.6
2018;On_Board: Desenvolvimento de equipes;Sim;9;8;0;0.32
2018;ONDAS DE SEREIAS - THE FIRST - SWEET HAIR;Sim;92;80;0;0.16
2018;Oportunidades de Negócio - Inova Monteiro Trend;Sim;25;25;0;1
2018;Oportunidades de negócios - Revenda de pães #SEMANADOMEI;Sim;1;1;0;0.02
2018;Oportunidades de negócios para 2018 #SEMANADOMEI;Sim;3;3;0;0.06
2018;Oratória;Não;31;25;1250;0.833333333
2018;ORATÓRIA - A ARTE DE FALAR EM PÚBLICO;Não;120;106;10365;0.696132597
2018;ORATÓRIA - A arte de falar em público;Não;28;28;2340;1
2018;ORATÓRIA - A ARTE DE FALAR EM PÚBLICO - Agência de Mangabeira;Não;18;16;1350;0.68
2018;Oratória.;Não;13;13;1170;0.52
2018;Orientações Contábeis para as empresas de Construção Civil;Sim;27;27;0;0.9
2018;ORIENTAÇÕES SOBRE ACESSO A FINANCIAMENTO;Não;7;3;140;0.233333333
2018;OSE de Rio Tinto - Oficina Sebrae de Empreendedorismo (Sala 01);Não;28;28;560;0.933333333
2018;OSE de Rio Tinto - Oficina Sebrae de Empreendedorismo (Sala 02);Não;24;24;480;0.685714286
2018;OSE de Rio Tinto - Oficina Sebrae de Empreendedorismo (Sala 03);Não;32;32;640;0.8
2018;OSE de Rio Tinto - Oficina Sebrae de Empreendedorismo (Sala 04);Não;24;24;480;0.8
2018;OSE de Rio Tinto - Oficina Sebrae de Empreendedorismo (Sala 05);Não;29;29;580;0.828571429
2018;OSE de Rio Tinto - Oficina Sebrae de Empreendedorismo (Sala 06);Não;30;30;600;0.75
2018;Palestra - '''''''' Criatividade e inovação '''''''';Sim;11;11;0;0.55
2018;Palestra - A IMPORTÂNCIA DA VENDA ADICIONAL;Sim;7;7;0;0.875
2018;Palestra - Agroecologia - a arte de produzir alimentos saudáveis e sua importância para os dias atuais;Sim;47;47;0;0.552941176
2018;Palestra - Atendimento ao Cliente.;Sim;8;8;0;0.4
2018;Palestra - BIM;Não;93;93;4650;0.465
2018;Palestra - BnB e parceiros-Fundo Constitucional de Financiamento do Nordeste (FNE Itinerante);Sim;24;24;0;1
2018;Palestra - Começar bem MEI;Sim;10;10;0;0.625
2018;Palestra - Como atrair. conquistar e manter clientes;Sim;27;26;0;1
2018;PALESTRA - COMO SATISFAZER E ENCANTAR SEUS CLIENTES;Não;14;14;420;0.7
2018;Palestra - Como se Tornar um MEI;Sim;16;15;0;0.9375
2018;PALESTRA - EMPREENDEDORISMO QUE TRANSFORMA;Sim;15;15;0;0.075
2018;Palestra - Encantando Clientes e Vendando Melhor;Sim;44;44;0;0.733333333
2018;Palestra - Espaço das ideias.;Sim;8;8;0;0.266666667
2018;Palestra - Móveis Projetados;Sim;6;6;0;0.4
2018;Palestra - Orientações para o Microempreendedor Individual;Sim;9;9;0;0.045
2018;PALESTRA - POSICIONAMENTO E PROPOSTA DE VALOR: O QUE VOCÊ ENTREGA PARA O CLIENTE;Sim;38;38;0;1
2018;Palestra - Preparando para Começar Bem MEI;Sim;46;46;0;0.958333333
2018;Palestra - Qualidade no Relacionamento com o Cliente;Sim;7;7;0;0.7
2018;Palestra - Silvio Meira - TechTur 2018;Não;8;0;0;-
2018;Palestra - Super Quinta;Não;45;45;1125;0.642857143
2018;Palestra -Agroecologia : A arte de produzir alimentos saudáveis;Sim;30;30;0;0.789473684
2018;Palestra  MEI comecçar bem;Sim;16;0;0;-
2018;Palestra  O MEI - MICRO EMPREENDEDOR INDIVIDUAL;Sim;6;6;0;0.4
2018;"Palestra ""Controles Financeiros""";Não;32;21;210;0.42
2018;"Palestra ""Mudança: viver é mudar. reconstruir. reinventar"" - ESTUDANTE";Não;237;226;9040;0.753333333
2018;"Palestra ""Mudança: viver é mudar. reconstruir. reinventar"" - INTEIRA";Não;12;12;960;1
2018;"PALESTRA ""O SEGREDO DOS VENCEDORES""";Sim;26;25;0;0.125
2018;"Palestra ""Técnicas de Vendas""";Não;29;29;290;0.966666667
2018;Palestra “Transformar: Estratégia de um novo tempo” – INSCRIÇÕES INTEIRAS;Não;491;487;38800;0.541111111
2018;Palestra “Transformar: Estratégia de um novo tempo” – INSCRIÇÕES MEIA (ESTUDANTES);Não;553;546;17480;0.908485857
2018;PALESTRA 1º RODADA DE NEGÓCIOS DA BELEZA;Sim;94;94;0;0.47
2018;Palestra Acesso ao Crédito;Sim;25;25;0;0.833333333
2018;PALESTRA ALTERAÇÕES DO SIMPLES NACIONAL PARA 2018;Sim;35;35;0;1
2018;PALESTRA ANÁLISE DE NEGÓCIO;Sim;26;26;0;0.866666667
2018;PALESTRA APRENDER A EMPREENDER;Sim;149;149;0;0.745
2018;Palestra Aprender e Empreender;Sim;21;21;0;0.42
2018;PALESTRA ATENDIMENTO AO CLIENTE INTERNO - REDE SOUSA ELETROMÓVEIS;Não;26;26;720;0.8125
2018;Palestra Atendimento e vendas de Alta Performance;Sim;53;53;0;0.757142857
2018;"Palestra Atitudes Empreendedoras; Proatividade em Vendas #SEMANADOMEI";Sim;15;10;0;0.1
2018;Palestra Atitudes Empreendedores;Sim;36;23;0;0.766666667
2018;Palestra BNB LINHAS DE FINANCIAMENTO. INSS - BENEFÍCIOS DO MEI.;Sim;6;6;0;0.4
2018;PALESTRA CAPITAL DE GIRO;Não;10;10;300;0.25
2018;Palestra Como Conquistar e Manter Clientes;Não;45;45;880;1
2018;Palestra Como se tornar um MEI;Sim;59;59;0;0.59
2018;Palestra Conheça as alterações da CLT (Consolidação das Leis de Trabalho) e seus impactos nas relações trabalhistas.;Sim;18;18;0;1
2018;PALESTRA COOPERAR PARA COMPETIR;Sim;15;15;0;1
2018;Palestra de Gestão da Educação Financeira;Sim;59;0;0;-
2018;PALESTRA DE LANCAMENTO DO DOCUMENTARIO DOCES TAMBABA;Sim;38;38;0;0.95
2018;Palestra Dê um Salto e Levante;Não;17;17;340;0.85
2018;Palestra Desafios e Projeções da Energia Renovável do Semiárido;Sim;92;92;0;0.46
2018;PALESTRA DO MEI;Sim;63;27;0;0.842857143
2018;Palestra do MEI;Sim;288;118;0;0.843076923
2018;Palestra Educação Financeira;Sim;10;10;0;0.333333333
2018;Palestra Eficiência Energética;Sim;75;75;0;0.375
2018;PALESTRA EMPREENDEDORISMO E INOVAÇÃO;Sim;21;21;0;1
2018;Palestra Empreendedorismo em Dois Tempos;Sim;258;99;0;0.5950783
2018;"Palestra Empreendedorismo na prática ""Transformando ideias em negócios""";Sim;46;46;0;0.766666667
2018;PALESTRA EMPREENDENDO COM OS BENEFÍCIOS DO MEI;Sim;11;11;0;0.55
2018;Palestra Empreender para Crescer - Lagoa Seca;Sim;4;4;0;0.057142857
2018;Palestra Empreender para Crescer -Umbuzeiro;Sim;12;12;0;0.171428571
2018;PALESTRA EMPREENDER PARAÍBA: O PERFIL DO EMPREENDEDOR;Sim;20;20;0;1
2018;PALESTRA eSOCIAL: OS IMPACTOS NOS NEGÓCIOS;Sim;172;172;0;0.634686347
2018;PALESTRA ESTAÇÃO ACESSO AO CRÉDITO;Sim;28;28;0;0.933333333
2018;Palestra Feira de Negócios em Pombal-PB.;Sim;5;5;0;0.333333333
2018;Palestra Fluxo de Caixa;Sim;24;24;0;1
2018;PALESTRA FUNDAMENTOS DA ARQUIVÍSTICA;Sim;48;48;0;0.24
2018;PALESTRA GASTRONOMIA E DESIGN SABERES E SABORES - FEIRA INTERNACIONAL DE ECONOMIA CRIATIVA;Sim;28;28;0;0.933333333
2018;PALESTRA GASTRONOMIA. SUSTENTABILIDADE E CRIATIVIDADE - FEIRA INTERNACIONAL DE ECONOMIA CRIATIVA;Sim;6;6;0;0.24
2018;Palestra Gestão de Finanças Pessoais - GFP;Sim;13;13;0;0.65
2018;PALESTRA GESTÃO FINANCEIRA PARA PEQUENOS NEGÓCIOS;Sim;97;97;0;0.2425
2018;Palestra Impactos da geração distribuída na distribuição de energia elétrica;Sim;145;145;0;0.725
2018;Palestra INICIANDO UM NEGÓCIO / PALESTRA MEI: Oportunidades. Mudanças. Direitos e Deveres - Centro. #SEMANADOMEI;Sim;26;14;0;0.14
2018;Palestra INICIANDO UM PEQUENO NEGÓCIO / Palestra INOVAR COM SEBRAETEC - Jardim Paulistano. #SEMANADOMEI;Sim;27;13;0;0.13
2018;Palestra INICIANDO UM PEQUENO NEGÓCIO / Palestra INOVAR COM SEBRAETEC. - Presidente Médice. #SEMANADOMEI;Sim;39;20;0;0.2
2018;Palestra INICIANDO UM PEQUENO NEGÓCIO / PALESTRA MEI: Oportunidades. Mudanças. Direitos e Deveres - Queimadas. #SEMANADOMEI;Sim;24;24;0;0.24
2018;Palestra INICIANDO UM PEQUENO NEGÓCIO / Palestra PLANEJAMENTO ESTRATÉGICO: FOCO NO RESULTADO. - Centenário. #SEMANADOMEI;Sim;17;16;0;0.16
2018;Palestra Instagram Acelerado;Não;14;14;700;0.7
2018;Palestra Instagram Acelerado;Sim;45;45;0;0.75
2018;PALESTRA LANÇAMENTO DO PROGRAMA TES - TERRITÓRIO EMPREENDEDOR SUSTENTÁVEL;Sim;39;39;0;0.866666667
2018;PALESTRA MARKETING DIGITAL;Não;48;48;960;0.24
2018;PALESTRA MASTER: Como responder as mudanças do mundo com a cultura da Startup;Sim;25;25;0;0.138888889
2018;"Palestra Master: Eu inovei! Uma história de ""uaus"" a ser contada por você.";Não;36;34;1650;0.17
2018;Palestra Master: Inovação e Tendências para as MPEs;Sim;21;21;0;0.116666667
2018;PALESTRA MASTER: Inovação. vendas On-line e Marketing Place;Sim;38;29;0;0.161111111
2018;PALESTRA MEI;Sim;20;20;0;0.952380952
2018;Palestra MEI - Começar bem;Sim;20;20;0;1
2018;Palestra MEI - DEVERES E OBRIGAÇÕES/ DIREITOS E OPORTUNIDADES;Sim;10;10;0;0.5
2018;PALESTRA MEI COMEÇAR BEM;Sim;32;32;0;0.888888889
2018;Palestra MEI Começar bem;Sim;16;0;0;-
2018;PALESTRA MEI: Oportunidades. Mudanças. Direitos e Deveres / Palestra INOVAR COM SEBRAETEC - Esperança. #SEMANADOMEI;Sim;20;20;0;0.2
2018;PALESTRA MELHORAMENTO GENÉTICO;Sim;6;6;0;0.4
2018;PALESTRA MÍDIAS SOCIAIS E O CONSUMIDOR CONECTADO;Sim;10;10;0;0.5
2018;Palestra Motivação em Vendas;Sim;32;32;0;0.8
2018;PALESTRA MOTIVACIONAL DE VENDAS E RELACIONAMENTO COM O CLIENTE;Não;43;43;774;1
2018;PALESTRA MOTIVACIONAL O PRAZER DE ENSINAR E A MOTIVAÇÃO PARA APRENDER;Não;14;14;600;0.933333333
2018;Palestra motivacional: Pensando fora da caixa: estratégias mentais para criar o novo-ROSSANDRO KLINJEY;Não;86;83;3300;0.747747748
2018;Palestra Mulher Empreendedora;Sim;7;7;0;0.233333333
2018;Palestra Mulher Empreendedora-Cabaceiras;Sim;11;11;0;0.366666667
2018;Palestra Mulher Empreendedora-Umbuzeiro;Sim;14;14;0;0.466666667
2018;Palestra Mulher Empreendedora -  Lagoa Seca;Sim;6;6;0;0.4
2018;Palestra MULHER EMPREENDEDORA - Malvinas. #SEMANADOMEI;Sim;27;13;0;0.13
2018;Palestra MULHER EMPREENDEDORA / Empretec - Presidente Médice. #SEMANADOMEI;Sim;29;22;0;0.55
2018;Palestra MULHER EMPREENDEDORA / Palestra QUALIDADE NO ATENDIMENTO RESULTADO EM VENDAS - Centro. #SEMANADOMEI;Sim;27;17;0;0.17
2018;PALESTRA O PODER DA AÇÃO;Sim;102;100;0;0.483091787
2018;PALESTRA O PODER DA MOTIVAÇÃO;Sim;37;37;0;0.672727273
2018;PALESTRA O poder do WI-FI em sua empresa: Fidelize seus clientes e divulgue seu negócio #EXPONEGOCIO;Sim;35;31;0;0.62
2018;PALESTRA O QUE OS NEGÓCIOS GANHAM COM O COOPERATIVISMO DE CRÉDITO?;Sim;11;11;0;1
2018;Palestra Oportunidades e desafios da geração distribuída sob a ótica das empresas integradoras;Sim;87;87;0;0.435
2018;Palestra ORIENTAÇÃO TÉCNICA PARA SUINOCULTORES;Sim;7;7;0;0.466666667
2018;PALESTRA PENSANDO FORA DA CAIXA ESTRATÉGIAS MENTAIS PARA CRIAR UM NOVO;Não;114;85;2550;0.425
2018;PALESTRA PENSANDO FORA DA CAIXA: ESTRATÉGIAS MENTAIS PARA CRIAR UM NOVO;Não;83;83;4150;0.592857143
2018;PALESTRA POSTURA E CONDUTA ÉTICA NO AMBIENTE DE TRABALHO;Sim;71;71;0;0.308695652
2018;Palestra Postura e Conduta Ética no Ambiente de Trabalho;Sim;142;142;0;0.71
2018;Palestra Potencial de Evolução da Energia Renovável no Semiárido;Sim;72;72;0;0.36
2018;PALESTRA PREVENÇÃO DE SUICÍDIO PARA JOVENS - (PARCERIA);Sim;47;47;0;0.235
2018;Palestra Reprodução e Alimentação ao Cultivo de Tilapias para Aquicultores do Cariri Ocidental;Sim;26;26;0;1
2018;PALESTRA REUSO DA ÁGUA;Sim;3;3;0;0.15
2018;Palestra Show Aprenda se Divertindo sobre os Direitos e Deveres do MEI;Sim;31;31;0;1
2018;PALESTRA SOBRE BIODIGESTOR;Sim;13;13;0;0.65
2018;PALESTRA SOBRE DESIGN. MODA E ARTESANATO - FEIRA INTERNACIONAL DE ECONOMIA CRIATIVA;Sim;25;25;0;0.833333333
2018;PALESTRA SOBRE EMPREENDEDORISMO MUSICAL - SALÃO DA MÚSICA - FEIRA INTERNACIONAL DE ECONOMIA CRIATIVA;Sim;5;5;0;0.2
2018;PALESTRA SOBRE O MICROEMPREENDEDOR INDIVIDUAL;Sim;19;19;0;0.38
2018;PALESTRA SOBRE TURISMO RURAL;Sim;41;41;0;0.205
2018;Palestra TÉCNICA DE VENDAS / Palestra MULHER EMPREENDEDORA - Jardim Paulistano. #SEMANADOMEI;Sim;35;11;0;0.11
2018;Palestra TÉCNICAS DE VENDAS / Palestra MULHER EMPREENDEDORA - Monte Castelo. #SEMANADOMEI;Sim;24;15;0;0.15
2018;PALESTRA TENDÊNCIAS NA CONFEITARIA ARTÍSTICA;Sim;20;19;0;0.76
2018;Palestra Tocando Negócios: A Arte de Empreender;Sim;60;60;0;0.967741935
2018;PALESTRA VENDAS E FLUXO DE CAIXA;Sim;10;10;0;0.333333333
2018;Palestra: A importância do Empreendedorismo e da Cooperação Empresarial - (Lançamento da 1ª Edição do Cuité Liquida);Sim;22;22;0;0.628571429
2018;PALESTRA: A TRANSFORMAÇÃO DIGITAL NO MEU NEGÓCIO COM FELIPE TITTO;Sim;278;275;0;0.55
2018;PALESTRA: ATENDIMENTO AO PUBLICO PARA SERVIÇOS DE SAÚDE;Sim;31;31;0;0.775
2018;Palestra: Capacitação para Mentores;Sim;15;15;0;0.75
2018;Palestra: Comece Certo Planejamento e Análise #SEMANADOMEI;Sim;3;0;0;-
2018;Palestra: Como aumentar o faturamento da sua oficina;Sim;5;5;0;0.05
2018;PALESTRA: COMPORTAMENTO ANIMAL. ENTRADA 1KG DE RAÇÃO (CÃO OU GATO);Sim;504;360;0;0.0504
2018;PALESTRA: COMPRAS GOVERNAMENTAIS COMO ESTRATÉGIA DE DESENVOLVIMENTO TERRITORIAL;Sim;114;67;0;1
2018;PALESTRA: CONHEÇA E PERCORRA OS PASSOS DE UM EMPREENDEDOR DE SUCESSO;Sim;20;20;0;0.8
2018;PALESTRA: CULTIVO DE PALMA IRRIGADA ADENSADA;Sim;8;8;0;0.266666667
2018;PALESTRA: EMPREENDEDORISMO;Sim;14;14;0;0.466666667
2018;PALESTRA: EMPREENDEDORISMO E FORMALIZAÇÃO DO MEI;Sim;44;44;0;1
2018;PALESTRA: EMPREENDEDORISMO E MOTIVAÇÃO;Sim;32;32;0;0.711111111
2018;Palestra: Empreender para Crescer - Cabaceiras;Sim;19;19;0;0.2375
2018;Palestra: Encontro de Mentores;Sim;15;15;0;0.9375
2018;PALESTRA: IMPACTO DAS REDES SOCIAIS NOS SALÕES DE BELEZA COM VINNIE DE OLIVEIRA E RENNAN DA RESENHA;Sim;342;342;0;0.684
2018;PALESTRA: Impacto do eSocial para Empresas;Sim;45;45;0;0.45
2018;Palestra: INOVAÇÃO. TRANSFORMAÇÃO DIGITAL E CLIENTES NO CENTRO DOS NEGÓCIOS;Sim;33;33;0;0.55
2018;PALESTRA: O USO DE ENERGIA SOLAR;Sim;15;15;0;0.115384615
2018;Palestra: Pessoas Criativas. Empresas Inovadoras - Inscrição Estudante.Professores. Acima de 60 anos Campina Grande;Não;69;61;2440;0.356725146
2018;Palestra: Pessoas Criativas. Empresas Inovadoras - Inscrição INTEIRA Campina Grande;Não;8;7;560;0.07
2018;Palestra: Pessoas Criativas. Empresas Inovadoras - Martha Gabriel;Sim;301;299;0;0.996666667
2018;PALESTRA: PLANEJAMENTO PRODUTIVO PARA CULTIVOS ORGÂNICOS;Sim;13;10;0;0.05
2018;PALESTRA: POTENCIALIZANDO OS COMPORTAMENTOS EMPREENDEDORES;Sim;26;17;0;0.34
2018;PALESTRA: RELAÇÕES HUMANAS PARA FUNCIONÁRIOS DE SERVIÇOS DE SAÚDE;Sim;31;31;0;0.775
2018;Palestra: Transformação Digital de Negócios  - Inscrição Estudante.Professores. Acima de 60 anos;Não;71;68;2680;0.478873239
2018;Palestra: Transformação Digital de Negócios  - Inscrição INTEIRAS;Não;110;103;8240;0.515
2018;Palestra: Você é a Inovação;Sim;16;16;0;0.533333333
2018;Palestras  MEI Começar bem;Sim;15;15;0;0.9375
2018;PALESTRAS DIVERSAS;Não;61;61;810;0.983870968
2018;PALESTRAS DIVERSAS;Sim;57;56;0;0.358974359
2018;Palestras Diversas;Sim;129;127;0;0.222900763
2018;PALESTRAS DIVERSAS - Gestão de Conflitos;Sim;17;17;0;0.34
2018;PALESTRAS DO 8º FESTIVAL DE TURISMO DE JOAO PESSOA;Sim;62;62;0;0.775
2018;Palestras do MEI;Sim;219;101;0;0.845528455
2018;Palestras Empreendedorismo em Dois Tempos;Sim;27;8;0;0.818181818
2018;Palestras MEI Começar bem;Sim;15;15;0;0.9375
2018;Palestras MEI começar bem;Sim;34;34;0;0.85
2018;PALESTRAS PRODUÇÃO DE FORRAGEM;Sim;7;7;0;0.35
2018;Palestras Sustentabilidade;Sim;68;68;0;0.68
2018;Palestras: Como Obter Crédito para Seu Negócio;Sim;25;25;0;0.125
2018;Papo de mulher - Também sugerimos a doação de 2kg de alimento;Sim;94;94;0;1
2018;PARAÍBA AGRONEGÓCIOS - PROGRAMA PROLEITE. EXPERIÊNCIA DE RONDÔNIA.;Sim;14;14;0;0.35
2018;PARAÍBA EM COPO: BEBENDO CULTURA;Sim;25;17;0;0.113333333
2018;PASTRAMI COM HOLLANDAISE DE MANTEIGA DE GARRAFA. VINAGRETE DE CAJU E ESPUMA DE BATATA;Sim;34;34;0;0.566666667
2018;Pensando Fora da Caixa com Rossandro Klinjey: As Estratégias Mentais para Criar o Novo;Não;128;121;5950;0.3025
2018;Pense Fora do Negócio - Anima Varejo;Não;20;20;800;0.133333333
2018;Pequenos empreendimentos. grandes negócios - Saiba como alcançar o sucesso como Microempreendedor Individual.;Sim;10;10;0;1
2018;Percurso Multissensorial da Cachaça;Não;22;22;2923.36;0.88
2018;PERDAS E DESPERDÍCIOS;Sim;120;120;0;0.6
2018;Planejamento Empresarial para o alcance de resultados;Não;13;13;520;0.866666667
2018;PLANEJAMENTO ESTRATÉGICO - EXCLUSIVO PARA EMPRESAS DE PEQUENO PORTE E MICROEMPRESAS;Não;1;0;0;-
2018;Planejamento Financeiro e Você;Sim;21;20;0;0.952380952
2018;Planejamento no Turismo;Sim;7;7;0;0.35
2018;Planejando Minha Loja Online;Sim;18;15;0;0.75
2018;PLANO DE NEGÓCIO - Módulo 1: Caracterização do Empreendimento e Estudo de Mercado.;Não;5;5;120;0.5
2018;PLANO DE NEGÓCIO - Modúlo 2: Plano Operacional e Plano de Marketing;Não;5;5;120;0.5
2018;PLANO DE NEGÓCIO - MODÚLO 3: PLANO FINANCEIRO;Não;9;9;200;0.9
2018;PLANO DE NEGÓCIO - MÓDULO 3: PLANO FINANCEIRO;Não;12;12;240;0.8
2018;PLANO SAFRA 2019 PARA CARCINICULTURA;Sim;71;71;0;0.788888889
2018;PLATINADO - DELUX PROFISSIONAL;Sim;95;95;0;0.19
2018;POSTURA E CONDUTA ÉTICA NO AMBIENTE DE TRABALHO;Sim;51;51;0;0.85
